text,poster,views,comments,length,link,users
" Your Girl is Back, This Time Lighting up Gay Dudes. ",Karelin,6.2K Views,49 Comments,0:52,https://theworldwatch.com/videos/1619380/your-girl-is-back-this-time-lighting-up-gay-dudes/,"{' ': 'No link available', 'ThatWasFunny': 'https://theworldwatch.com/members/1324622/', 'Bill D. Wall': 'https://theworldwatch.com/members/1324602/', 'kryptor': 'https://theworldwatch.com/members/1320125/', 'phuckislam': 'https://theworldwatch.com/members/1324254/', 'Xerias': 'https://theworldwatch.com/members/1324514/', 'Flagship': 'https://theworldwatch.com/members/1324417/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Mark_R': 'https://theworldwatch.com/members/1324164/', 'Fartcakes': 'https://theworldwatch.com/members/957973/', 'nleeklee': 'https://theworldwatch.com/members/1318980/', 'Southcentraltimes': 'https://theworldwatch.com/members/1323445/', 'McBLOB': 'https://theworldwatch.com/members/1321050/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'GoonGumpas': 'https://theworldwatch.com/members/1322558/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'WorldTaco': 'https://theworldwatch.com/members/1323149/', 'pacmanla': 'https://theworldwatch.com/members/1320338/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/', 'prince of trolls': 'https://theworldwatch.com/members/1322284/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/'}"
 Wait a Minute? Beautiful Blonde Wrestling a Man? Boy I bet he's really Hurtin ,sally,5.8K Views,7 Comments,1:00,https://theworldwatch.com/videos/1619395/wait-a-minute-beautiful-blonde-wrestling-a-man-boy-i-bet-he-s-really-hurtin/,"{' ': 'No link available', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'Oh_My_Fucking_God': 'https://theworldwatch.com/members/1324536/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Inaminute': 'https://theworldwatch.com/members/1322078/'}"
 Girl out for a Cigarette on the Ledge loses Her Life ,The Seer,5.2K Views,11 Comments,0:15,https://theworldwatch.com/videos/1619400/girl-out-for-a-cigarette-on-the-ledge-loses-her-life/,"{' ': 'No link available', 'Rattleheadd': 'https://theworldwatch.com/members/1322873/', 'porksledge': 'https://theworldwatch.com/members/1324029/', 'Soft Killing': 'https://theworldwatch.com/members/1321608/', 'Oh_My_Fucking_God': 'https://theworldwatch.com/members/1324536/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'cicuecalo': 'https://theworldwatch.com/members/1319321/', 'HateYew': 'https://theworldwatch.com/members/1322688/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/'}"
 Watch the Kid in the Striped Shirt...Drive By Happens Fast ,sally,1.5K Views,2 Comments,1:56,https://theworldwatch.com/videos/1619428/watch-the-kid-in-the-striped-shirt-drive-by-happens-fast/,"{' ': 'No link available', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'Inaminute': 'https://theworldwatch.com/members/1322078/'}"
 White Woman having Sex with a Ghost? Que the X-Files ,HMG87,4.8K Views,11 Comments,0:31,https://theworldwatch.com/videos/1619439/white-woman-having-sex-with-a-ghost-que-the-x-files/,"{' ': 'No link available', 'Dumbwatch': 'https://theworldwatch.com/members/1324656/', 'fordmadion': 'https://theworldwatch.com/members/1324565/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'trumprapedawoman': 'https://theworldwatch.com/members/1324643/', 'Inaminute': 'https://theworldwatch.com/members/1322078/'}"
" Andrew Tate Burns $110,597,600 of His Crypto Currency Supply ""Daddy"" ",Karelin,3.9K Views,15 Comments,1:21,https://theworldwatch.com/videos/1619416/andrew-tate-burns-110-597-600-of-his-crypto-currency-supply-daddy/,"{' ': 'No link available', 'ZeitgeistTruth': 'https://theworldwatch.com/members/1319817/', 'nleeklee': 'https://theworldwatch.com/members/1318980/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'Whitemyass': 'https://theworldwatch.com/members/1321446/', 'Inaminute': 'https://theworldwatch.com/members/1322078/', 'FuckAmericanWhacks': 'https://theworldwatch.com/members/1318639/', 'Frerty': 'https://theworldwatch.com/members/1321479/', 'phuckislam': 'https://theworldwatch.com/members/1324254/', 'Mark_R': 'https://theworldwatch.com/members/1324164/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'southgate': 'https://theworldwatch.com/members/1322285/'}"
 Armed Felon Shot in a Vehicle After Refusing to Comply With Officer Commands ,sally,2.5K Views,8 Comments,1:30,https://theworldwatch.com/videos/1619419/armed-felon-shot-in-a-vehicle-after-refusing-to-comply-with-officer-commands/,"{' ': 'No link available', 'phuckislam': 'https://theworldwatch.com/members/1324254/', 'Bill D. Wall': 'https://theworldwatch.com/members/1324602/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'trumprapedawoman': 'https://theworldwatch.com/members/1324643/', 'Inaminute': 'https://theworldwatch.com/members/1322078/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/', 'Salinan': 'https://theworldwatch.com/members/1320115/', 'Dippy': 'https://theworldwatch.com/members/1324004/'}"
 Fat Girl Brings Knife to NYC Club... Turns out She Needed it to Stab Rival to Death. ,Karelin,4.3K Views,8 Comments,0:24,https://theworldwatch.com/videos/1619379/fat-girl-brings-knife-to-nyc-club-turns-out-she-needed-it-to-stab-rival-to-death/,"{' ': 'No link available', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'ThatWasFunny': 'https://theworldwatch.com/members/1324622/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'OkieDokieSmokie': 'https://theworldwatch.com/members/1322341/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/'}"
 Surprise! This Woman kind of Shocked Me Once She Pulls Them Out...Compilation of ... ,HMG87,7.6K Views,15 Comments,1:00,https://theworldwatch.com/videos/1619442/surprise-this-woman-kind-of-shocked-me-once-she-pulls-them-out-compilation-of-same-girl/,"{' ': 'No link available', 'Motherfocker78': 'https://theworldwatch.com/members/1321367/', 'Bill D. Wall': 'https://theworldwatch.com/members/1324602/', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'The_Carcass_Kid': 'https://theworldwatch.com/members/1323232/', 'OwMyBawls': 'https://theworldwatch.com/members/1322964/', 'Whitemyass': 'https://theworldwatch.com/members/1321446/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Inaminute': 'https://theworldwatch.com/members/1322078/', 'marr708': 'https://theworldwatch.com/members/1319826/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'FNV90': 'https://theworldwatch.com/members/1324499/', 'Chucknorrit': 'https://theworldwatch.com/members/1323808/', 'Dan': 'https://theworldwatch.com/members/2/'}"
 Suicide by Cop Please: Walk into Elevator with 3 Cops Armed with a Knife AFTER yo... ,The Seer,5.9K Views,8 Comments,0:20,https://theworldwatch.com/videos/1619367/this-is-how-you-do-a-proper-suicide-by-cop-walks-into-elevator-full-of-cops-with-a-knife/,"{' ': 'No link available', 'ScreaminMime': 'https://theworldwatch.com/members/1323106/', 'OkieDokieSmokie': 'https://theworldwatch.com/members/1322341/', 'Str8ThaPhukup': 'https://theworldwatch.com/members/1321127/', 'flash1965': 'https://theworldwatch.com/members/1323052/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/'}"
 2 Russian Girls are Killed by Car...Watch Close ,The Seer,3.2K Views,7 Comments,0:36,https://theworldwatch.com/videos/1619445/2-russian-girls-are-killed-by-car-watch-close/,"{' ': 'No link available', 'Cripple': 'https://theworldwatch.com/members/1320263/', 'Phuc_Libtards': 'https://theworldwatch.com/members/1324446/', 'Kunter-X': 'https://theworldwatch.com/members/1324168/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'nyclposter': 'https://theworldwatch.com/members/520201/', 'HateYew': 'https://theworldwatch.com/members/1322688/'}"
 Colombia: Hitman Point Blank to the Head caught on 2 Different Angles Up Close ,The Seer,3.8K Views,13 Comments,0:35,https://theworldwatch.com/videos/1619352/colombia-hitman-point-blank-to-the-head-caught-on-2-different-angles-up-close/,"{' ': 'No link available', 'Sinbad1': 'https://theworldwatch.com/members/1323782/', 'ubi': 'https://theworldwatch.com/members/701423/', 'Jonty500': 'https://theworldwatch.com/members/1322390/', 'Flagship': 'https://theworldwatch.com/members/1324417/', 'bibiel': 'https://theworldwatch.com/members/1323719/', 'Elliot87': 'https://theworldwatch.com/members/1322420/', 'flash1965': 'https://theworldwatch.com/members/1323052/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'EatMyShortsYo': 'https://theworldwatch.com/members/1322632/', 'VeryFamous123': 'https://theworldwatch.com/members/1320804/'}"
 Father Breaks Down Door Where School is Holding a Tranny Stirp Show for Children. ,Karelin,13K Views,31 Comments,2:16,https://theworldwatch.com/videos/1619384/father-breaks-down-door-where-school-is-holding-a-tranny-stirp-show-for-children/,"{' ': 'No link available', 'SpunkyNuts': 'https://theworldwatch.com/members/1323795/', 'Phuc_Libtards': 'https://theworldwatch.com/members/1324446/', 'Sinbad1': 'https://theworldwatch.com/members/1323782/', 'ScreaminMime': 'https://theworldwatch.com/members/1323106/', 'ubi': 'https://theworldwatch.com/members/701423/', 'Nutmeg50': 'https://theworldwatch.com/members/151757/', 'FNV90': 'https://theworldwatch.com/members/1324499/', 'ZacAttack420': 'https://theworldwatch.com/members/1324563/', 'Mark_R': 'https://theworldwatch.com/members/1324164/', '\xa0\xa0PEACEMAKER1488 \xa0': 'https://theworldwatch.com/members/1324508/', 'Fartcakes': 'https://theworldwatch.com/members/957973/', 'venomx7373': 'https://theworldwatch.com/members/1319202/', 'fnbs1': 'https://theworldwatch.com/members/1323234/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'pokahounted': 'https://theworldwatch.com/members/1323713/', 'The_Carcass_Kid': 'https://theworldwatch.com/members/1323232/', 'GoonGumpas': 'https://theworldwatch.com/members/1322558/', 'ZackSD': 'https://theworldwatch.com/members/1323360/', 'luol-dengue': 'https://theworldwatch.com/members/1324086/', 'Inaminute': 'https://theworldwatch.com/members/1322078/', 'OkieDokieSmokie': 'https://theworldwatch.com/members/1322341/', 'PatrioticAmerican': 'https://theworldwatch.com/members/1324562/', 'pissonit': 'https://theworldwatch.com/members/1324452/', 'WorldTaco': 'https://theworldwatch.com/members/1323149/', 'Slayinu': 'https://theworldwatch.com/members/1323988/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'sad-sacks-of-lefty-shit-stinking-up-the-room': 'https://theworldwatch.com/members/1322598/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/'}"
 Man Risks his Life to Save Suicide...to No Avail. He Falls a Loooooong Way ,HMG87,5.1K Views,9 Comments,0:10,https://theworldwatch.com/videos/1619363/man-risks-his-life-to-save-suicide-to-no-avail-he-falls-a-loooooong-way/,"{' ': 'No link available', 'Sinbad1': 'https://theworldwatch.com/members/1323782/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'Fuck Face': 'https://theworldwatch.com/members/1321444/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'AceCombat6842': 'https://theworldwatch.com/members/1321743/', 'flash1965': 'https://theworldwatch.com/members/1323052/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/'}"
 DEBATE TIME: Video of Father Disciplining his Two Boys that Got Caught Stealing is... ,Karelin,7.6K Views,22 Comments,0:15,https://theworldwatch.com/videos/1619350/debate-time-video-of-father-disciplining-his-two-boys-that-got-caught-stealing-is-going-viral-proper-discipline-or-overboard/,"{' ': 'No link available', 'Xerias': 'https://theworldwatch.com/members/1324514/', 'Disgruntledcitizen15': 'https://theworldwatch.com/members/1322345/', 'WessyD': 'https://theworldwatch.com/members/1324564/', 'melchoraqunitch': 'https://theworldwatch.com/members/1324515/', 'OkieDokieSmokie': 'https://theworldwatch.com/members/1322341/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'ZeitgeistTruth': 'https://theworldwatch.com/members/1319817/', 'Fartcakes': 'https://theworldwatch.com/members/957973/', 'fordmadion': 'https://theworldwatch.com/members/1324565/', 'Nutmeg50': 'https://theworldwatch.com/members/151757/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'AceCombat6842': 'https://theworldwatch.com/members/1321743/', 'lordzedd': 'https://theworldwatch.com/members/1320260/', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Blindeel': 'https://theworldwatch.com/members/1324151/', 'usarmyretiredsgm': 'https://theworldwatch.com/members/1323140/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/', 'Mark_R': 'https://theworldwatch.com/members/1324164/'}"
 Asian Horny Girl leaves a Mess in Shoe Store as Man Watches All of It ,sally,9.5K Views,14 Comments,0:35,https://theworldwatch.com/videos/1619372/asian-horny-girl-leaves-a-mess-in-shoe-store-as-man-watches-all-of-it/,"{' ': 'No link available', 'Sinbad1': 'https://theworldwatch.com/members/1323782/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'Fuck Face': 'https://theworldwatch.com/members/1321444/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'HateYew': 'https://theworldwatch.com/members/1322688/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/', 'Inaminute': 'https://theworldwatch.com/members/1322078/'}"
" Chick is Back Blowing up the Lefts Minds, This Time over the ""N"" Word (w/&... ",Karelin,5.7K Views,37 Comments,0:54,https://theworldwatch.com/videos/1619346/chick-is-back-blowing-up-the-lefts-minds-this-time-over-the-n-word-w-apology-lol-video/,"{' ': 'No link available', 'nleeklee': 'https://theworldwatch.com/members/1318980/', 'munwon': 'https://theworldwatch.com/members/1321222/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'WorldTaco': 'https://theworldwatch.com/members/1323149/', 'ThatWasFunny': 'https://theworldwatch.com/members/1324622/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'GoonGumpas': 'https://theworldwatch.com/members/1322558/', 'Blindeel': 'https://theworldwatch.com/members/1324151/', 'nyxzus': 'https://theworldwatch.com/members/1323835/', 'pokahounted': 'https://theworldwatch.com/members/1323713/', 'LurkerOnline': 'https://theworldwatch.com/members/1324567/', 'Mark_R': 'https://theworldwatch.com/members/1324164/'}"
 Watch President Biden's hands here... ,Philligan,7.8K Views,43 Comments,0:24,https://theworldwatch.com/videos/1619361/watch-president-biden-s-hands-here/,"{' ': 'No link available', 'TortureAndKillAllConspiracyCunts': 'https://theworldwatch.com/members/1321759/', 'phuckislam': 'https://theworldwatch.com/members/1324254/', 'fordmadion': 'https://theworldwatch.com/members/1324565/', 'temporhaen': 'https://theworldwatch.com/members/1321788/', 'fnbs1': 'https://theworldwatch.com/members/1323234/', 'McBLOB': 'https://theworldwatch.com/members/1321050/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'OkieDokieSmokie': 'https://theworldwatch.com/members/1322341/', 'ZeitgeistTruth': 'https://theworldwatch.com/members/1319817/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'munwon': 'https://theworldwatch.com/members/1321222/', 'WessyD': 'https://theworldwatch.com/members/1324564/', 'Sonnyday': 'https://theworldwatch.com/members/1024479/', 'LionsDen': 'https://theworldwatch.com/members/1322546/', 'Slayinu': 'https://theworldwatch.com/members/1323988/', 'phergus': 'https://theworldwatch.com/members/1320629/', 'ScreaminMime': 'https://theworldwatch.com/members/1323106/', 'pokahounted': 'https://theworldwatch.com/members/1323713/', 'The_Carcass_Kid': 'https://theworldwatch.com/members/1323232/', 'AceCombat6842': 'https://theworldwatch.com/members/1321743/', 'flash1965': 'https://theworldwatch.com/members/1323052/', 'Jasondr91': 'https://theworldwatch.com/members/623283/', 'Naap51stang': 'https://theworldwatch.com/members/1323703/', 'pissonit': 'https://theworldwatch.com/members/1324452/', 'SrtyGpjl5761098': 'https://theworldwatch.com/members/1319045/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'Mark_R': 'https://theworldwatch.com/members/1324164/', 'GoonGumpas': 'https://theworldwatch.com/members/1322558/'}"
 Animal Rights Group Vandalizes the Now Famous New Portrait of King Charles ,sally,1.8K Views,9 Comments,0:21,https://theworldwatch.com/videos/1619354/animal-rights-group-vandalizes-the-now-famous-new-portrait-of-king-charles/,"{' ': 'No link available', 'PeterG82': 'https://theworldwatch.com/members/1324405/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'flash1965': 'https://theworldwatch.com/members/1323052/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'asdf1743': 'https://theworldwatch.com/members/1322953/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/'}"
 Joe Rogan Believes There's a Secret Cabal Running America... ,Alex_Bones,3.0K Views,8 Comments,1:41,https://theworldwatch.com/videos/1619345/joe-rogan-believes-there-s-a-secret-cabal-running-america/,"{' ': 'No link available', 'Fartcakes': 'https://theworldwatch.com/members/957973/', 'Motorrunner223': 'https://theworldwatch.com/members/1323161/', 'cb1004': 'https://theworldwatch.com/members/1322016/', 'GoonGumpas': 'https://theworldwatch.com/members/1322558/', 'Saturn666': 'https://theworldwatch.com/members/1323292/', 'Pablocoo': 'https://theworldwatch.com/members/1322692/', 'sad-sacks-of-lefty-shit-stinking-up-the-room': 'https://theworldwatch.com/members/1322598/', 'Bigoaf6': 'https://theworldwatch.com/members/1323473/'}"
 2 Blood Thirsty Pitbull's maul Black Man to Near Death as People thrown Stones at ... ,sally,5.9K Views,19 Comments,1:06,https://theworldwatch.com/videos/1619351/2-blood-thirsty-pitbull-s-maul-black-man-to-near-death-as-people-thrown-stones-at-dogs/,"{' ': 'No link available', 'Speak1': 'https://theworldwatch.com/members/1324252/', 'fnbs1': 'https://theworldwatch.com/members/1323234/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'OkieDokieSmokie': 'https://theworldwatch.com/members/1322341/', 'Marley_McScumbag': 'https://theworldwatch.com/members/1323023/', 'FuckAmericanWhacks': 'https://theworldwatch.com/members/1318639/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'SavageRose': 'https://theworldwatch.com/members/1321727/', 'WessyD': 'https://theworldwatch.com/members/1324564/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'HateYew': 'https://theworldwatch.com/members/1322688/', 'pokahounted': 'https://theworldwatch.com/members/1323713/', 'Rickey': 'https://theworldwatch.com/members/76866/', 'AceCombat6842': 'https://theworldwatch.com/members/1321743/', 'flash1965': 'https://theworldwatch.com/members/1323052/', 'Salinan': 'https://theworldwatch.com/members/1320115/', 'EatMyShortsYo': 'https://theworldwatch.com/members/1322632/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/', 'Mark_R': 'https://theworldwatch.com/members/1324164/'}"
" The Terror: When you Realize you CAN""T get back on the Roof.... ",Philligan,78K Views,32 Comments,0:51,https://theworldwatch.com/videos/1619366/the-terror-when-you-realize-you-can-t-get-back-on-the-roof/,"{' ': 'No link available', 'mozzy': 'https://theworldwatch.com/members/1323416/', 'EatMyShortsYo': 'https://theworldwatch.com/members/1322632/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'LouSaneous': 'https://theworldwatch.com/members/1318753/', 'Mark5210': 'https://theworldwatch.com/members/1323124/', 'PeterG82': 'https://theworldwatch.com/members/1324405/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'APrettyButterfly': 'https://theworldwatch.com/members/1324584/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Callidus': 'https://theworldwatch.com/members/1324410/', 'LionsDen': 'https://theworldwatch.com/members/1322546/', 'Dopemine': 'https://theworldwatch.com/members/1324407/', 'idonthaveanemail2': 'https://theworldwatch.com/members/1323411/', 'killerjoe': 'https://theworldwatch.com/members/663588/', 'fordmadion': 'https://theworldwatch.com/members/1324565/', 'WessyD': 'https://theworldwatch.com/members/1324564/', 'Skm92skm': 'https://theworldwatch.com/members/1324424/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'Rjohn420': 'https://theworldwatch.com/members/1322475/', 'pokahounted': 'https://theworldwatch.com/members/1323713/', 'CurrycelDecline': 'https://theworldwatch.com/members/1322528/', 'Rickey': 'https://theworldwatch.com/members/76866/', 'damnjet': 'https://theworldwatch.com/members/11697/', 'AceCombat6842': 'https://theworldwatch.com/members/1321743/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/'}"
 Motorcyclist's Death Recorded Monday in Thailand by T-Bone ,Philligan,1.7K Views,1 Comments,0:40,https://theworldwatch.com/videos/1619374/motorcyclist-s-death-recorded-monday-in-thailand-by-t-bone/,"{' ': 'No link available', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/'}"
 She's a Cheater..Don't Trust Her you'll See ,sally,53K Views,15 Comments,0:16,https://theworldwatch.com/videos/1619358/she-s-a-cheater-don-t-trust-her-you-ll-see/,"{' ': 'No link available', 'Chucknorrit': 'https://theworldwatch.com/members/1323808/', 'Saturn666': 'https://theworldwatch.com/members/1323292/', 'scorpionsrevenge': 'https://theworldwatch.com/members/577935/', 'fnbs1': 'https://theworldwatch.com/members/1323234/', 'McBLOB': 'https://theworldwatch.com/members/1321050/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'LionsDen': 'https://theworldwatch.com/members/1322546/', 'Fuck Face': 'https://theworldwatch.com/members/1321444/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'lordzedd': 'https://theworldwatch.com/members/1320260/', 'flash1965': 'https://theworldwatch.com/members/1323052/', 'essence25': 'https://theworldwatch.com/members/909290/', 'Salinan': 'https://theworldwatch.com/members/1320115/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/'}"
 Gianna needs No Intro ,sally,8.8K Views,10 Comments,0:30,https://theworldwatch.com/videos/1619359/wait-until-she-gets-out-of-the-pool-who-know-s-gianna/,"{' ': 'No link available', 'Saturn666': 'https://theworldwatch.com/members/1323292/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'WorldTaco': 'https://theworldwatch.com/members/1323149/', 'killerjoe': 'https://theworldwatch.com/members/663588/', 'Nightrider2.0': 'https://theworldwatch.com/members/1324577/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'Rattleheadd': 'https://theworldwatch.com/members/1322873/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/'}"
" This Kid.....Come on Bud, there's People Starving and being Slaughtered. Enjoy ... ",Philligan,4.6K Views,11 Comments,0:08,https://theworldwatch.com/videos/1619364/this-kid-come-on-bud-there-s-people-starving-and-being-slaughtered-enjoy-the-suck/,"{' ': 'No link available', 'ThatWasFunny': 'https://theworldwatch.com/members/1324622/', 'HateYew': 'https://theworldwatch.com/members/1322688/', 'GayeKundt': 'https://theworldwatch.com/members/1324010/', 'marr708': 'https://theworldwatch.com/members/1319826/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'OkieDokieSmokie': 'https://theworldwatch.com/members/1322341/', 'Cretin': 'https://theworldwatch.com/members/1323115/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'damnjet': 'https://theworldwatch.com/members/11697/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'AceCombat6842': 'https://theworldwatch.com/members/1321743/'}"
 Construction Platform in Russia Collapses with 2 Workers On it ,sally,2.1K Views,4 Comments,0:25,https://theworldwatch.com/videos/1619353/construction-platform-in-russia-collapses-with-2-workers-on-it/,"{' ': 'No link available', 'phergus': 'https://theworldwatch.com/members/1320629/', 'Chucknorrit': 'https://theworldwatch.com/members/1323808/', 'KeiserSushi': 'https://theworldwatch.com/members/1324527/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/'}"
 Police Shoot Rapist Armed with a Knife AS he's Assaulting Victim... ,The Seer,50K Views,43 Comments,0:20,https://theworldwatch.com/videos/1619326/police-shoot-rapist-armed-with-a-knife-as-he-s-assaulting-victim/,"{' ': 'No link available', 'Sinbad1': 'https://theworldwatch.com/members/1323782/', 'LouSaneous': 'https://theworldwatch.com/members/1318753/', 'ubi': 'https://theworldwatch.com/members/701423/', 'McBLOB': 'https://theworldwatch.com/members/1321050/', 'OkieDokieSmokie': 'https://theworldwatch.com/members/1322341/', 'WessyD': 'https://theworldwatch.com/members/1324564/', 'Fartcakes': 'https://theworldwatch.com/members/957973/', 'GoonGumpas': 'https://theworldwatch.com/members/1322558/', 'Pablocoo': 'https://theworldwatch.com/members/1322692/', 'Jonty500': 'https://theworldwatch.com/members/1322390/', 'Screwingyourmom': 'https://theworldwatch.com/members/909428/', 'Pleaseevolve777': 'https://theworldwatch.com/members/1324205/', 'SMHWTF': 'https://theworldwatch.com/members/1323588/', 'SicBoy': 'https://theworldwatch.com/members/1324486/', 'cpartida': 'https://theworldwatch.com/members/1321306/', 'Essohbe': 'https://theworldwatch.com/members/1323662/', 'Thebluelion': 'https://theworldwatch.com/members/1322651/', 'Rowtheboat': 'https://theworldwatch.com/members/172093/', 'WonkasWilly': 'https://theworldwatch.com/members/1323250/', 'SouthParkBadGuy': 'https://theworldwatch.com/members/1324500/', 'FrMucking': 'https://theworldwatch.com/members/1324475/', 'BigJimsWornOutTireSale': 'https://theworldwatch.com/members/1323681/', 'LordTorquemada': 'https://theworldwatch.com/members/1318226/', 'marr708': 'https://theworldwatch.com/members/1319826/', 'wlmsn': 'https://theworldwatch.com/members/1324332/', 'SexyNative': 'https://theworldwatch.com/members/1324119/', 'NuggetsMcGee': 'https://theworldwatch.com/members/1321404/', 'pissonit': 'https://theworldwatch.com/members/1324452/', 'Hackintosh': 'https://theworldwatch.com/members/1319936/', 'Superb Nipple Man': 'https://theworldwatch.com/members/1324276/', 'Blindeel': 'https://theworldwatch.com/members/1324151/', 'MaxiePaddy': 'https://theworldwatch.com/members/871125/', 'JoE7777': 'https://theworldwatch.com/members/1324559/', 'NoWayInHell': 'https://theworldwatch.com/members/1322638/'}"
